mmsi,timestamp,lat,lon,speed_knots,course_deg
100000004,2019-07-28T07:50:00,-9.4069,-29.4118,14.9,267.5
100000005,2019-07-28T07:50:00,-8.41962,-32.46229,11.3,124.1
240000000,2019-07-28T07:50:00,-7.81597,-33.02083,14.5,130.0
100000003,2019-07-28T07:55:00,-9.24832,-29.03433,11.4,23.0
100000004,2019-07-28T07:55:00,-9.40705,-29.41523,14.5,267.5
100000005,2019-07-28T07:55:00,-8.42292,-32.45742,13.3,124.1
240000000,2019-07-28T07:55:00,-7.82465,-33.01042,14.5,130.0
100000003,2019-07-28T08:00:00,-9.24368,-29.03236,11.1,23.0
100000004,2019-07-28T08:00:00,-9.4072,-29.41865,14.3,267.5
100000005,2019-07-28T08:00:00,-8.42621,-32.45255,12.1,124.1
240000000,2019-07-28T08:00:00,-7.83333,-33.0,14.5,130.0
100000003,2019-07-28T08:05:00,-9.23904,-29.03039,13.5,23.0
100000004,2019-07-28T08:05:00,-9.40735,-29.42208,12.0,267.5
100000005,2019-07-28T08:05:00,-8.42951,-32.44768,14.2,124.1
240000000,2019-07-28T08:05:00,-7.84201,-32.98958,14.5,130.0
100000003,2019-07-28T08:10:00,-9.2344,-29.02841,12.3,23.0
100000004,2019-07-28T08:10:00,-9.40749,-29.4255,11.7,267.5
100000005,2019-07-28T08:10:00,-8.43281,-32.44281,12.2,124.1
240000000,2019-07-28T08:10:00,-7.85069,-32.97917,14.5,130.0
100000003,2019-07-28T08:15:00,-9.22976,-29.02644,13.0,23.0
100000004,2019-07-28T08:15:00,-9.40764,-29.42893,13.7,267.5
100000005,2019-07-28T08:15:00,-8.43611,-32.43794,12.8,124.1
240000000,2019-07-28T08:15:00,-7.85937,-32.96875,14.5,130.0
100000003,2019-07-28T08:20:00,-9.22512,-29.02447,14.6,23.0
100000004,2019-07-28T08:20:00,-9.40779,-29.43235,14.7,267.5
100000005,2019-07-28T08:20:00,-8.4394,-32.43307,11.0,124.1
240000000,2019-07-28T08:20:00,-7.86806,-32.95833,14.5,130.0
100000003,2019-07-28T08:25:00,-9.22048,-29.0225,12.0,23.0
100000004,2019-07-28T08:25:00,-9.40794,-29.43578,13.2,267.5
100000005,2019-07-28T08:25:00,-8.4427,-32.4282,11.3,124.1
240000000,2019-07-28T08:25:00,-7.87674,-32.94792,14.5,130.0
100000003,2019-07-28T08:30:00,-9.21584,-29.02052,12.6,23.0
100000004,2019-07-28T08:30:00,-9.40808,-29.4392,13.3,267.5
100000005,2019-07-28T08:30:00,-8.446,-32.42333,12.6,124.1
240000000,2019-07-28T08:30:00,-7.88542,-32.9375,14.5,130.0
100000003,2019-07-28T08:35:00,-9.2112,-29.01855,14.0,23.0
100000004,2019-07-28T08:35:00,-9.40823,-29.44263,12.1,267.5
100000005,2019-07-28T08:35:00,-8.4493,-32.41846,12.9,124.1
240000000,2019-07-28T08:35:00,-7.8941,-32.92708,14.5,130.0
100000003,2019-07-28T08:40:00,-9.20656,-29.01658,11.9,23.0
100000004,2019-07-28T08:40:00,-9.40838,-29.44605,14.1,267.5
100000005,2019-07-28T08:40:00,-8.45259,-32.41359,13.4,124.1
240000000,2019-07-28T08:40:00,-7.90278,-32.91667,14.5,130.0
100000003,2019-07-28T08:45:00,-9.20192,-29.0146,11.3,23.0
100000004,2019-07-28T08:45:00,-9.40853,-29.44948,11.7,267.5
100000005,2019-07-28T08:45:00,-8.45589,-32.40872,12.2,124.1
240000000,2019-07-28T08:45:00,-7.91146,-32.90625,14.5,130.0
100000003,2019-07-28T08:50:00,-9.19728,-29.01263,12.2,23.0
100000004,2019-07-28T08:50:00,-9.40867,-29.4529,12.3,267.5
100000005,2019-07-28T08:50:00,-8.45919,-32.40385,13.8,124.1
240000000,2019-07-28T08:50:00,-7.92014,-32.89583,14.5,130.0
100000003,2019-07-28T08:55:00,-9.19264,-29.01066,11.6,23.0
100000004,2019-07-28T08:55:00,-9.40882,-29.45632,12.7,267.5
100000005,2019-07-28T08:55:00,-8.46249,-32.39898,14.4,124.1
240000000,2019-07-28T08:55:00,-7.92882,-32.88542,14.5,130.0
100000003,2019-07-28T09:00:00,-9.188,-29.00868,14.7,23.0
100000004,2019-07-28T09:00:00,-9.40897,-29.45975,13.0,267.5
100000005,2019-07-28T09:00:00,-8.46578,-32.39411,14.1,124.1
240000000,2019-07-28T09:00:00,-7.9375,-32.875,14.5,130.0
100000003,2019-07-28T09:05:00,-9.18336,-29.00671,14.2,23.0
100000004,2019-07-28T09:05:00,-9.40912,-29.46317,12.0,267.5
100000005,2019-07-28T09:05:00,-8.46908,-32.38924,11.2,124.1
240000000,2019-07-28T09:05:00,-7.94618,-32.86458,14.5,130.0
100000003,2019-07-28T09:10:00,-9.17872,-29.00474,13.5,23.0
100000004,2019-07-28T09:10:00,-9.40927,-29.4666,11.5,267.5
100000005,2019-07-28T09:10:00,-8.47238,-32.38437,12.9,124.1
240000000,2019-07-28T09:10:00,-7.95486,-32.85417,14.5,130.0
100000003,2019-07-28T09:15:00,-9.17408,-29.00276,14.5,23.0
100000004,2019-07-28T09:15:00,-9.40941,-29.47002,13.4,267.5
100000005,2019-07-28T09:15:00,-8.47568,-32.3795,11.4,124.1
240000000,2019-07-28T09:15:00,-7.96354,-32.84375,14.5,130.0
100000003,2019-07-28T09:20:00,-9.16944,-29.00079,14.2,23.0
100000004,2019-07-28T09:20:00,-9.40956,-29.47345,12.2,267.5
100000005,2019-07-28T09:20:00,-8.47898,-32.37463,12.0,124.1
240000000,2019-07-28T09:20:00,-7.97222,-32.83333,14.5,130.0
100000003,2019-07-28T09:25:00,-9.1648,-28.99882,11.7,23.0
100000004,2019-07-28T09:25:00,-9.40971,-29.47687,13.3,267.5
100000005,2019-07-28T09:25:00,-8.48227,-32.36976,14.9,124.1
240000000,2019-07-28T09:25:00,-7.9809,-32.82292,14.5,130.0
100000003,2019-07-28T09:30:00,-9.16016,-28.99684,14.6,23.0
100000004,2019-07-28T09:30:00,-9.40986,-29.4803,11.6,267.5
100000005,2019-07-28T09:30:00,-8.48557,-32.36489,11.6,124.1
240000000,2019-07-28T09:30:00,-7.98958,-32.8125,14.5,130.0
100000003,2019-07-28T09:35:00,-9.15552,-28.99487,13.2,23.0
100000004,2019-07-28T09:35:00,-9.41,-29.48372,12.9,267.5
100000005,2019-07-28T09:35:00,-8.48887,-32.36002,13.0,124.1
240000000,2019-07-28T09:35:00,-7.99826,-32.80208,14.5,130.0
100000003,2019-07-28T09:40:00,-9.15088,-28.9929,14.2,23.0
100000004,2019-07-28T09:40:00,-9.41015,-29.48715,13.1,267.5
100000005,2019-07-28T09:40:00,-8.49217,-32.35515,13.5,124.1
240000000,2019-07-28T09:40:00,-8.00694,-32.79167,14.5,130.0
100000003,2019-07-28T09:45:00,-9.14624,-28.99092,14.6,23.0
100000004,2019-07-28T09:45:00,-9.4103,-29.49057,11.2,267.5
100000005,2019-07-28T09:45:00,-8.49546,-32.35028,13.8,124.1
240000000,2019-07-28T09:45:00,-8.01562,-32.78125,14.5,130.0
100000003,2019-07-28T09:50:00,-9.1416,-28.98895,12.3,23.0
100000004,2019-07-28T09:50:00,-9.41045,-29.494,12.3,267.5
100000005,2019-07-28T09:50:00,-8.49876,-32.34541,13.2,124.1
240000000,2019-07-28T09:50:00,-8.02431,-32.77083,14.5,130.0
100000003,2019-07-28T09:55:00,-9.13696,-28.98698,11.4,23.0
100000004,2019-07-28T09:55:00,-9.41059,-29.49742,11.5,267.5
100000005,2019-07-28T09:55:00,-8.50206,-32.34054,11.0,124.1
240000000,2019-07-28T09:55:00,-8.03299,-32.76042,14.5,130.0
100000003,2019-07-28T10:00:00,-9.13232,-28.98501,11.9,23.0
100000004,2019-07-28T10:00:00,-9.41074,-29.50085,11.3,267.5
100000005,2019-07-28T10:00:00,-8.50536,-32.33567,12.3,124.1
240000000,2019-07-28T10:00:00,-8.04167,-32.75,14.5,130.0
100000003,2019-07-28T10:05:00,-9.12768,-28.98303,12.7,23.0
100000004,2019-07-28T10:05:00,-9.41089,-29.50427,15.0,267.5
100000005,2019-07-28T10:05:00,-8.50865,-32.3308,13.1,124.1
240000000,2019-07-28T10:05:00,-8.05035,-32.73958,14.5,130.0
100000003,2019-07-28T10:10:00,-9.12304,-28.98106,14.3,23.0
100000004,2019-07-28T10:10:00,-9.41104,-29.5077,12.3,267.5
100000005,2019-07-28T10:10:00,-8.51195,-32.32593,11.4,124.1
240000000,2019-07-28T10:10:00,-8.05903,-32.72917,14.5,130.0
100000003,2019-07-28T10:15:00,-9.1184,-28.97909,14.4,23.0
100000004,2019-07-28T10:15:00,-9.41118,-29.51112,14.2,267.5
100000005,2019-07-28T10:15:00,-8.51525,-32.32106,12.4,124.1
240000000,2019-07-28T10:15:00,-8.06771,-32.71875,14.5,130.0
100000003,2019-07-28T10:20:00,-9.11376,-28.97711,11.0,23.0
100000004,2019-07-28T10:20:00,-9.41133,-29.51455,12.0,267.5
100000005,2019-07-28T10:20:00,-8.51855,-32.31619,11.1,124.1
240000000,2019-07-28T10:20:00,-8.07639,-32.70833,14.5,130.0
100000003,2019-07-28T10:25:00,-9.10912,-28.97514,13.0,23.0
100000004,2019-07-28T10:25:00,-9.41148,-29.51797,13.7,267.5
100000005,2019-07-28T10:25:00,-8.52184,-32.31131,11.3,124.1
240000000,2019-07-28T10:25:00,-8.08507,-32.69792,14.5,130.0
100000003,2019-07-28T10:30:00,-9.10448,-28.97317,12.7,23.0
100000004,2019-07-28T10:30:00,-9.41163,-29.5214,14.0,267.5
100000005,2019-07-28T10:30:00,-8.52514,-32.30644,12.6,124.1
240000000,2019-07-28T10:30:00,-8.09375,-32.6875,14.5,130.0
100000003,2019-07-28T10:35:00,-9.09984,-28.97119,11.9,23.0
100000004,2019-07-28T10:35:00,-9.41177,-29.52482,13.4,267.5
100000005,2019-07-28T10:35:00,-8.52844,-32.30157,11.5,124.1
240000000,2019-07-28T10:35:00,-8.10243,-32.67708,14.5,130.0
100000003,2019-07-28T10:40:00,-9.09521,-28.96922,11.5,23.0
100000004,2019-07-28T10:40:00,-9.41192,-29.52825,12.9,267.5
100000005,2019-07-28T10:40:00,-8.53174,-32.2967,13.3,124.1
240000000,2019-07-28T10:40:00,-8.11111,-32.66667,14.5,130.0
100000003,2019-07-28T10:45:00,-9.09057,-28.96725,12.4,23.0
100000004,2019-07-28T10:45:00,-9.41207,-29.53167,12.6,267.5
100000005,2019-07-28T10:45:00,-8.53503,-32.29183,13.8,124.1
240000000,2019-07-28T10:45:00,-8.11979,-32.65625,14.5,130.0
100000003,2019-07-28T10:50:00,-9.08593,-28.96527,14.8,23.0
100000004,2019-07-28T10:50:00,-9.41222,-29.5351,12.4,267.5
100000005,2019-07-28T10:50:00,-8.53833,-32.28696,14.2,124.1
240000000,2019-07-28T10:50:00,-8.12847,-32.64583,14.5,130.0
100000003,2019-07-28T10:55:00,-9.08129,-28.9633,12.3,23.0
100000004,2019-07-28T10:55:00,-9.41237,-29.53852,14.7,267.5
100000005,2019-07-28T10:55:00,-8.54163,-32.28209,11.8,124.1
240000000,2019-07-28T10:55:00,-8.13715,-32.63542,14.5,130.0
100000003,2019-07-28T11:00:00,-9.07665,-28.96133,13.1,23.0
100000004,2019-07-28T11:00:00,-9.41251,-29.54195,14.3,267.5
100000005,2019-07-28T11:00:00,-8.54493,-32.27722,11.7,124.1
240000000,2019-07-28T11:00:00,-8.14583,-32.625,14.5,130.0
100000003,2019-07-28T11:05:00,-9.07201,-28.95935,13.8,23.0
100000004,2019-07-28T11:05:00,-9.41266,-29.54537,14.9,267.5
100000005,2019-07-28T11:05:00,-8.54823,-32.27235,11.4,124.1
240000000,2019-07-28T11:05:00,-8.15451,-32.61458,14.5,130.0
100000003,2019-07-28T11:10:00,-9.06737,-28.95738,12.5,23.0
100000004,2019-07-28T11:10:00,-9.41281,-29.5488,11.5,267.5
100000005,2019-07-28T11:10:00,-8.55152,-32.26748,13.5,124.1
240000000,2019-07-28T11:10:00,-8.16319,-32.60417,14.5,130.0
100000003,2019-07-28T11:15:00,-9.06273,-28.95541,14.9,23.0
100000004,2019-07-28T11:15:00,-9.41296,-29.55222,13.9,267.5
100000005,2019-07-28T11:15:00,-8.55482,-32.26261,13.8,124.1
240000000,2019-07-28T11:15:00,-8.17187,-32.59375,14.5,130.0
100000003,2019-07-28T11:20:00,-9.05809,-28.95343,14.8,23.0
100000004,2019-07-28T11:20:00,-9.4131,-29.55565,14.8,267.5
100000005,2019-07-28T11:20:00,-8.55812,-32.25774,11.1,124.1
240000000,2019-07-28T11:20:00,-8.18056,-32.58333,14.5,130.0
100000003,2019-07-28T11:25:00,-9.05345,-28.95146,12.0,23.0
100000004,2019-07-28T11:25:00,-9.41325,-29.55907,11.7,267.5
100000005,2019-07-28T11:25:00,-8.56142,-32.25287,14.7,124.1
240000000,2019-07-28T11:25:00,-8.18924,-32.57292,14.5,130.0
100000003,2019-07-28T11:30:00,-9.04881,-28.94949,13.0,23.0
100000004,2019-07-28T11:30:00,-9.4134,-29.5625,11.3,267.5
100000005,2019-07-28T11:30:00,-8.56471,-32.248,11.2,124.1
240000000,2019-07-28T11:30:00,-8.19792,-32.5625,14.5,130.0
100000003,2019-07-28T11:35:00,-9.04417,-28.94752,12.2,23.0
100000004,2019-07-28T11:35:00,-9.41355,-29.56592,14.0,267.5
100000005,2019-07-28T11:35:00,-8.56801,-32.24313,13.2,124.1
240000000,2019-07-28T11:35:00,-8.2066,-32.55208,14.5,130.0
100000003,2019-07-28T11:40:00,-9.03953,-28.94554,12.1,23.0
100000004,2019-07-28T11:40:00,-9.41369,-29.56935,13.3,267.5
100000005,2019-07-28T11:40:00,-8.57131,-32.23826,13.8,124.1
240000000,2019-07-28T11:40:00,-8.21528,-32.54167,14.5,130.0
100000003,2019-07-28T11:45:00,-9.03489,-28.94357,11.1,23.0
100000004,2019-07-28T11:45:00,-9.41384,-29.57277,14.4,267.5
100000005,2019-07-28T11:45:00,-8.57461,-32.23339,14.5,124.1
240000000,2019-07-28T11:45:00,-8.22396,-32.53125,14.5,130.0
100000003,2019-07-28T11:50:00,-9.03025,-28.9416,13.4,23.0
100000004,2019-07-28T11:50:00,-9.41399,-29.5762,11.6,267.5
100000005,2019-07-28T11:50:00,-8.5779,-32.22852,13.9,124.1
240000000,2019-07-28T11:50:00,-8.23264,-32.52083,14.5,130.0
100000003,2019-07-28T11:55:00,-9.02561,-28.93962,13.0,23.0
100000004,2019-07-28T11:55:00,-9.41414,-29.57962,14.2,267.5
100000005,2019-07-28T11:55:00,-8.5812,-32.22365,14.2,124.1
240000000,2019-07-28T11:55:00,-8.24132,-32.51042,14.5,130.0
100000003,2019-07-28T12:00:00,-9.02097,-28.93765,11.2,23.0
100000004,2019-07-28T12:00:00,-9.41428,-29.58305,11.8,267.5
100000005,2019-07-28T12:00:00,-8.5845,-32.21878,12.4,124.1
240000000,2019-07-28T12:00:00,-8.25,-32.5,14.5,130.0
100000003,2019-07-28T12:05:00,-9.01633,-28.93568,12.1,23.0
100000004,2019-07-28T12:05:00,-9.41443,-29.58647,11.7,267.5
100000005,2019-07-28T12:05:00,-8.5878,-32.21391,14.3,124.1
240000000,2019-07-28T12:05:00,-8.25868,-32.48958,14.5,130.0
100000003,2019-07-28T12:10:00,-9.01169,-28.9337,14.6,23.0
100000004,2019-07-28T12:10:00,-9.41458,-29.5899,11.7,267.5
100000005,2019-07-28T12:10:00,-8.59109,-32.20904,11.3,124.1
240000000,2019-07-28T12:10:00,-8.26736,-32.47917,14.5,130.0
100000003,2019-07-28T12:15:00,-9.00705,-28.93173,12.0,23.0
100000004,2019-07-28T12:15:00,-9.41473,-29.59332,14.3,267.5
100000005,2019-07-28T12:15:00,-8.59439,-32.20417,14.6,124.1
240000000,2019-07-28T12:15:00,-8.27604,-32.46875,14.5,130.0
100000003,2019-07-28T12:20:00,-9.00241,-28.92976,11.6,23.0
100000004,2019-07-28T12:20:00,-9.41488,-29.59675,13.7,267.5
100000005,2019-07-28T12:20:00,-8.59769,-32.1993,13.2,124.1
240000000,2019-07-28T12:20:00,-8.28472,-32.45833,14.5,130.0
100000003,2019-07-28T12:25:00,-8.99777,-28.92778,13.0,23.0
100000004,2019-07-28T12:25:00,-9.41502,-29.60017,13.1,267.5
100000005,2019-07-28T12:25:00,-8.60099,-32.19443,14.3,124.1
240000000,2019-07-28T12:25:00,-8.2934,-32.44792,14.5,130.0
100000003,2019-07-28T12:30:00,-8.99313,-28.92581,14.9,23.0
100000004,2019-07-28T12:30:00,-9.41517,-29.6036,12.4,267.5
100000005,2019-07-28T12:30:00,-8.60428,-32.18956,12.8,124.1
240000000,2019-07-28T12:30:00,-8.30208,-32.4375,14.5,130.0
100000003,2019-07-28T12:35:00,-8.98849,-28.92384,12.0,23.0
100000004,2019-07-28T12:35:00,-9.41532,-29.60702,14.5,267.5
100000005,2019-07-28T12:35:00,-8.60758,-32.18469,13.6,124.1
240000000,2019-07-28T12:35:00,-8.31076,-32.42708,14.5,130.0
100000003,2019-07-28T12:40:00,-8.98385,-28.92186,13.7,23.0
100000004,2019-07-28T12:40:00,-9.41547,-29.61045,12.6,267.5
100000005,2019-07-28T12:40:00,-8.61088,-32.17982,13.1,124.1
240000000,2019-07-28T12:40:00,-8.31944,-32.41667,14.5,130.0
100000003,2019-07-28T12:45:00,-8.97921,-28.91989,14.0,23.0
100000004,2019-07-28T12:45:00,-9.41561,-29.61387,14.3,267.5
100000005,2019-07-28T12:45:00,-8.61418,-32.17495,13.9,124.1
240000000,2019-07-28T12:45:00,-8.32812,-32.40625,14.5,130.0
100000003,2019-07-28T12:50:00,-8.97457,-28.91792,12.0,23.0
100000004,2019-07-28T12:50:00,-9.41576,-29.6173,12.8,267.5
100000005,2019-07-28T12:50:00,-8.61748,-32.17008,11.3,124.1
240000000,2019-07-28T12:50:00,-8.33681,-32.39583,14.5,130.0
100000003,2019-07-28T12:55:00,-8.96993,-28.91594,13.9,23.0
100000004,2019-07-28T12:55:00,-9.41591,-29.62072,12.5,267.5
100000005,2019-07-28T12:55:00,-8.62077,-32.16521,11.2,124.1
240000000,2019-07-28T12:55:00,-8.34549,-32.38542,14.5,130.0
100000003,2019-07-28T13:00:00,-8.96529,-28.91397,12.5,23.0
100000004,2019-07-28T13:00:00,-9.41606,-29.62415,12.9,267.5
100000005,2019-07-28T13:00:00,-8.62407,-32.16034,12.0,124.1
240000000,2019-07-28T13:00:00,-8.35417,-32.375,14.5,130.0
100000003,2019-07-28T13:05:00,-8.96065,-28.912,13.5,23.0
100000004,2019-07-28T13:05:00,-9.4162,-29.62757,12.2,267.5
100000005,2019-07-28T13:05:00,-8.62737,-32.15547,11.6,124.1
240000000,2019-07-28T13:05:00,-8.36285,-32.36458,14.5,130.0
100000003,2019-07-28T13:10:00,-8.95601,-28.91002,13.5,23.0
100000004,2019-07-28T13:10:00,-9.41635,-29.631,14.0,267.5
100000005,2019-07-28T13:10:00,-8.63067,-32.1506,14.5,124.1
240000000,2019-07-28T13:10:00,-8.37153,-32.35417,14.5,130.0
100000003,2019-07-28T13:15:00,-8.95137,-28.90805,13.1,23.0
100000004,2019-07-28T13:15:00,-9.4165,-29.63442,13.0,267.5
100000005,2019-07-28T13:15:00,-8.63396,-32.14573,11.9,124.1
240000000,2019-07-28T13:15:00,-8.38021,-32.34375,14.5,130.0
100000003,2019-07-28T13:20:00,-8.94673,-28.90608,11.4,23.0
100000004,2019-07-28T13:20:00,-9.41665,-29.63785,11.9,267.5
100000005,2019-07-28T13:20:00,-8.63726,-32.14086,14.9,124.1
240000000,2019-07-28T13:20:00,-8.38889,-32.33333,14.5,130.0
100000003,2019-07-28T13:25:00,-8.94209,-28.90411,14.3,23.0
100000004,2019-07-28T13:25:00,-9.41679,-29.64127,14.6,267.5
100000005,2019-07-28T13:25:00,-8.64056,-32.13599,12.3,124.1
240000000,2019-07-28T13:25:00,-8.39757,-32.32292,14.5,130.0
100000003,2019-07-28T13:30:00,-8.93745,-28.90213,12.3,23.0
100000004,2019-07-28T13:30:00,-9.41694,-29.6447,12.5,267.5
100000005,2019-07-28T13:30:00,-8.64386,-32.13112,11.7,124.1
240000000,2019-07-28T13:30:00,-8.40625,-32.3125,14.5,130.0
100000003,2019-07-28T13:35:00,-8.93281,-28.90016,11.7,23.0
100000004,2019-07-28T13:35:00,-9.41709,-29.64812,13.2,267.5
100000005,2019-07-28T13:35:00,-8.64715,-32.12625,14.2,124.1
240000000,2019-07-28T13:35:00,-8.41493,-32.30208,14.5,130.0
100000003,2019-07-28T13:40:00,-8.92817,-28.89819,11.2,23.0
100000004,2019-07-28T13:40:00,-9.41724,-29.65155,14.6,267.5
100000005,2019-07-28T13:40:00,-8.65045,-32.12138,13.6,124.1
240000000,2019-07-28T13:40:00,-8.42361,-32.29167,14.5,130.0
100000003,2019-07-28T13:45:00,-8.92353,-28.89621,13.4,23.0
100000004,2019-07-28T13:45:00,-9.41739,-29.65497,13.5,267.5
100000005,2019-07-28T13:45:00,-8.65375,-32.11651,13.0,124.1
240000000,2019-07-28T13:45:00,-8.43229,-32.28125,14.5,130.0
100000003,2019-07-28T13:50:00,-8.91889,-28.89424,13.7,23.0
100000004,2019-07-28T13:50:00,-9.41753,-29.6584,11.5,267.5
100000005,2019-07-28T13:50:00,-8.65705,-32.11164,13.2,124.1
240000000,2019-07-28T13:50:00,-8.44097,-32.27083,14.5,130.0
100000003,2019-07-28T13:55:00,-8.91425,-28.89227,11.1,23.0
100000004,2019-07-28T13:55:00,-9.41768,-29.66182,14.8,267.5
100000005,2019-07-28T13:55:00,-8.66034,-32.10677,13.9,124.1
240000000,2019-07-28T13:55:00,-8.44965,-32.26042,14.5,130.0
100000003,2019-07-28T14:00:00,-8.90961,-28.89029,13.0,23.0
100000004,2019-07-28T14:00:00,-9.41783,-29.66525,13.5,267.5
100000005,2019-07-28T14:00:00,-8.66364,-32.1019,11.9,124.1
240000000,2019-07-28T14:00:00,-8.45833,-32.25,14.5,130.0
100000003,2019-07-28T14:05:00,-8.90497,-28.88832,11.9,23.0
100000004,2019-07-28T14:05:00,-9.41798,-29.66867,12.3,267.5
100000005,2019-07-28T14:05:00,-8.66694,-32.09703,15.0,124.1
240000000,2019-07-28T14:05:00,-8.46701,-32.23958,14.5,130.0
100000003,2019-07-28T14:10:00,-8.90033,-28.88635,13.6,23.0
100000004,2019-07-28T14:10:00,-9.41812,-29.6721,11.6,267.5
100000005,2019-07-28T14:10:00,-8.67024,-32.09216,14.9,124.1
240000000,2019-07-28T14:10:00,-8.47569,-32.22917,14.5,130.0
100000003,2019-07-28T14:15:00,-8.89569,-28.88437,11.7,23.0
100000004,2019-07-28T14:15:00,-9.41827,-29.67552,14.2,267.5
100000005,2019-07-28T14:15:00,-8.67353,-32.08729,13.6,124.1
240000000,2019-07-28T14:15:00,-8.48437,-32.21875,14.5,130.0
100000003,2019-07-28T14:20:00,-8.89105,-28.8824,13.8,23.0
100000004,2019-07-28T14:20:00,-9.41842,-29.67895,13.5,267.5
100000005,2019-07-28T14:20:00,-8.67683,-32.08242,11.8,124.1
240000000,2019-07-28T14:20:00,-8.49306,-32.20833,14.5,130.0
100000003,2019-07-28T14:25:00,-8.88641,-28.88043,12.5,23.0
100000004,2019-07-28T14:25:00,-9.41857,-29.68237,13.1,267.5
100000005,2019-07-28T14:25:00,-8.68013,-32.07755,13.7,124.1
240000000,2019-07-28T14:25:00,-8.50174,-32.19792,14.5,130.0
100000003,2019-07-28T14:30:00,-8.88177,-28.87845,14.7,23.0
100000004,2019-07-28T14:30:00,-9.41871,-29.6858,14.6,267.5
100000005,2019-07-28T14:30:00,-8.68343,-32.07268,11.3,124.1
240000000,2019-07-28T14:30:00,-8.51042,-32.1875,14.5,130.0
100000003,2019-07-28T14:35:00,-8.87713,-28.87648,11.6,23.0
100000004,2019-07-28T14:35:00,-9.41886,-29.68922,14.2,267.5
100000005,2019-07-28T14:35:00,-8.68673,-32.06781,11.1,124.1
240000000,2019-07-28T14:35:00,-8.5191,-32.17708,14.5,130.0
100000003,2019-07-28T14:40:00,-8.87249,-28.87451,12.4,23.0
100000004,2019-07-28T14:40:00,-9.41901,-29.69265,11.6,267.5
100000005,2019-07-28T14:40:00,-8.69002,-32.06294,12.0,124.1
240000000,2019-07-28T14:40:00,-8.52778,-32.16667,14.5,130.0
100000003,2019-07-28T14:45:00,-8.86785,-28.87253,11.5,23.0
100000004,2019-07-28T14:45:00,-9.41916,-29.69607,12.2,267.5
100000005,2019-07-28T14:45:00,-8.69332,-32.05807,12.9,124.1
240000000,2019-07-28T14:45:00,-8.53646,-32.15625,14.5,130.0
100000003,2019-07-28T14:50:00,-8.86321,-28.87056,14.7,23.0
100000004,2019-07-28T14:50:00,-9.4193,-29.6995,12.0,267.5
100000005,2019-07-28T14:50:00,-8.69662,-32.0532,14.5,124.1
240000000,2019-07-28T14:50:00,-8.54514,-32.14583,14.5,130.0
100000003,2019-07-28T14:55:00,-8.85857,-28.86859,14.5,23.0
100000004,2019-07-28T14:55:00,-9.41945,-29.70292,14.0,267.5
100000005,2019-07-28T14:55:00,-8.69992,-32.04833,13.9,124.1
240000000,2019-07-28T14:55:00,-8.55382,-32.13542,14.5,130.0
100000003,2019-07-28T15:00:00,-8.85393,-28.86662,12.0,23.0
100000004,2019-07-28T15:00:00,-9.4196,-29.70635,11.1,267.5
100000005,2019-07-28T15:00:00,-8.70321,-32.04346,14.0,124.1
240000000,2019-07-28T15:00:00,-8.5625,-32.125,14.5,130.0
100000003,2019-07-28T15:05:00,-8.84929,-28.86464,13.6,23.0
100000004,2019-07-28T15:05:00,-9.41975,-29.70977,13.3,267.5
100000005,2019-07-28T15:05:00,-8.70651,-32.03859,12.7,124.1
240000000,2019-07-28T15:05:00,-8.57118,-32.11458,14.5,130.0
100000003,2019-07-28T15:10:00,-8.84465,-28.86267,14.3,23.0
100000004,2019-07-28T15:10:00,-9.41989,-29.7132,14.0,267.5
100000005,2019-07-28T15:10:00,-8.70981,-32.03372,12.4,124.1
240000000,2019-07-28T15:10:00,-8.57986,-32.10417,14.5,130.0
100000003,2019-07-28T15:15:00,-8.84001,-28.8607,13.2,23.0
100000004,2019-07-28T15:15:00,-9.42004,-29.71662,14.5,267.5
100000005,2019-07-28T15:15:00,-8.71311,-32.02885,12.5,124.1
240000000,2019-07-28T15:15:00,-8.58854,-32.09375,14.5,130.0
100000003,2019-07-28T15:20:00,-8.83537,-28.85872,13.1,23.0
100000004,2019-07-28T15:20:00,-9.42019,-29.72005,12.4,267.5
100000005,2019-07-28T15:20:00,-8.7164,-32.02398,15.0,124.1
240000000,2019-07-28T15:20:00,-8.59722,-32.08333,14.5,130.0
100000003,2019-07-28T15:25:00,-8.83073,-28.85675,12.0,23.0
100000004,2019-07-28T15:25:00,-9.42034,-29.72347,14.3,267.5
100000005,2019-07-28T15:25:00,-8.7197,-32.01911,11.2,124.1
240000000,2019-07-28T15:25:00,-8.6059,-32.07292,14.5,130.0
100000003,2019-07-28T15:30:00,-8.82609,-28.85478,11.4,23.0
100000004,2019-07-28T15:30:00,-9.42049,-29.7269,11.4,267.5
100000005,2019-07-28T15:30:00,-8.723,-32.01423,14.5,124.1
240000000,2019-07-28T15:30:00,-8.61458,-32.0625,14.5,130.0
100000003,2019-07-28T15:35:00,-8.82145,-28.8528,14.6,23.0
100000004,2019-07-28T15:35:00,-9.42063,-29.73032,14.4,267.5
100000005,2019-07-28T15:35:00,-8.7263,-32.00936,13.3,124.1
240000000,2019-07-28T15:35:00,-8.62326,-32.05208,14.5,130.0
100000003,2019-07-28T15:40:00,-8.81681,-28.85083,14.6,23.0
100000004,2019-07-28T15:40:00,-9.42078,-29.73375,11.5,267.5
100000005,2019-07-28T15:40:00,-8.72959,-32.00449,12.8,124.1
